NAME;AGE;SLEEPHOURS;IDNUMBER;GENDER;EFFECTIVENESS;CITY
Teodoro Valladares Valles;46;3;417-69-0566;F;100;London
Sta. Beatriz Carrillo Piña;84;1;092-48-9193;F;0;Bristol
Berta Solís Corrales;16;5;330-93-8967;M;0;Bristol
Juan Preciado Bétancourt;58;1;448-80-5397;F;0;London
Mariana Amaya Escobedo;61;9;692-75-9176;F;100;Bristol
Sra. Rosario Beltrán Reséndez;2;4;555-96-8765;F;80;Bristol
Cristina Vaca Tijerina;69;2;649-42-9719;F;0;Bristol
Ricardo Peña Gonzales;71;2;877-48-9218;F;100;Liverpool
Ana María Contreras Ballesteros;85;3;258-90-3303;F;0;Glasgow
Sra. Virginia Salazar Guzmán;45;4;217-84-8275;F;80;Oxford
Timoteo Olivo Paredes;29;10;355-29-4515;F;50;Liverpool
Luis Roque Carrera;38;10;339-15-6308;M;50;Bristol
Elvira Villegas Zaragoza;81;3;816-78-4171;F;0;Liverpool
Clemente Heredia Burgos;71;2;248-53-5485;M;50;Oxford
Sta. Ana Curiel Cadena;46;6;716-66-5358;F;50;London
Bernardo Benavídez Caraballo;4;1;421-49-4292;M;80;London
Diana Barreto Negrón;83;8;033-92-2420;M;0;Glasgow
Magdalena Hurtado Chavarría;23;5;386-59-4568;M;100;London
Teresa Cavazos Ponce;10;8;648-56-3348;F;80;Glasgow
Rebeca Otero Mares;60;2;653-67-7417;F;100;Bristol
Sr. Vicente Longoria Saldaña;81;7;039-68-2875;M;80;Glasgow
Rubén Cavazos Tijerina;31;7;013-31-3164;F;100;Glasgow
Natalia Orozco Feliciano;82;10;209-04-4867;F;0;Liverpool
José Eduardo Alaniz Garay;22;8;548-11-1345;F;0;Oxford
Marcela Almanza Chavarría;20;1;451-42-9500;M;80;Glasgow
Daniela Alva Valadez;40;8;304-29-5516;M;80;Glasgow
Sta. Beatriz Miramontes Serrato;7;5;396-65-8245;M;0;Bristol
Ignacio Carrillo Bonilla;1;1;175-93-3067;F;100;Oxford
Lucia Cardona Deleón;54;4;078-46-2057;M;50;Oxford
Sr. María José Matos Collazo;16;1;078-34-8797;M;0;Oxford
María Soledad Barrios Valle;15;4;731-11-5335;F;80;Oxford
Martín Cotto Villalpando;31;10;716-59-7073;F;50;London
Adriana Heredia Solorzano;39;10;179-90-7568;M;80;Glasgow
Manuel Barreto Báez;27;8;264-91-6687;F;50;London
Cristobal Santacruz Orta;75;10;643-25-8416;M;50;London
Sr. Jorge Luis Aparicio Benavides;78;9;158-65-2188;F;0;Glasgow
Mariano Aranda Fuentes;17;9;284-81-1092;M;100;Liverpool
Mario Raya Delrío;46;9;769-47-7807;F;100;Oxford
Elvira Fuentes Núñez;28;2;494-58-4394;F;0;Bristol
Sr. Luis Galván Malave;52;2;003-55-2274;M;80;Liverpool
Margarita Ornelas Zamudio;27;4;641-90-6003;M;0;London
Esperanza Ceballos Brito;73;3;524-97-4602;F;80;Oxford
Josefina Alcántar Luevano;29;4;156-96-2077;M;80;Liverpool
Soledad Centeno Quintana;7;6;008-07-3645;M;50;London
Ramón Zapata Escamilla;5;7;384-53-6747;F;0;Liverpool
Susana Soliz Jaime;84;7;669-48-7586;M;100;Glasgow
Sra. Francisco Villegas Zelaya;17;6;203-99-2465;M;100;Oxford
Cecilia Colón Jimínez;65;7;713-64-6336;M;80;Liverpool
Dorotea Preciado Herrera;36;3;670-60-5518;M;50;Glasgow
Sta. Gerardo Roque Valle;14;9;259-60-1847;F;80;Oxford
Teresa Toro Domínquez;23;6;791-64-3164;M;0;London
Juana Rangel Angulo;3;6;891-29-1292;F;80;Glasgow
Fernando Olivares Rascón;37;6;372-48-1534;M;100;Liverpool
Gregorio Paz Roldán;28;10;290-84-7601;F;0;Bristol
José Luis Aguirre Reynoso;71;10;055-42-1177;F;50;Glasgow
María del Carmen Meléndez Moya;81;10;892-77-2683;F;0;Bristol
Blanca Páez Soto;48;5;142-02-8791;M;0;Glasgow
Elisa Casillas Razo;38;5;834-02-7857;F;80;Oxford
María José Anguiano Alanis;72;9;021-67-6021;M;0;London
Gustavo Arteaga Amador;44;10;095-17-6348;M;50;Liverpool
Sra. Alejandro Baca Cervántez;82;4;495-57-9258;M;80;Oxford
Sta. Marilu Campos Saldaña;2;8;115-82-2748;M;100;Bristol
Francisca Arredondo Castillo;50;2;388-90-2205;F;100;London
Lourdes Godínez Collazo;84;3;779-99-8105;M;0;London
Sta. Anita Lucio Abrego;66;6;275-80-1916;F;100;Oxford
José María Olivárez Vega;31;5;547-15-6510;M;80;Liverpool
José María Anaya Zarate;6;10;757-61-6849;F;80;Bristol
Óscar Pedraza Corral;16;7;109-11-9579;F;80;London
Alberto Flores Águilar;37;7;697-81-2674;M;50;London
Nicolás Brito Enríquez;55;10;372-34-5482;M;50;Liverpool
Luis Valenzuela Cardenas;83;7;712-77-8960;M;0;London
Sofia Laboy Barajas;14;6;890-67-5881;M;50;Bristol
Marcela Aranda Raya;35;9;488-07-6030;M;50;London
Ricardo Canales Moreno;11;2;294-54-0762;M;100;London
Sr. Rosario Serrato Ulloa;55;5;184-03-9891;M;0;London
Patricia Gómez Monroy;39;9;174-10-5208;F;0;Glasgow
Sr. Jerónimo Balderas Padilla;87;9;667-06-8383;F;0;London
Leticia Ramos Ponce;7;5;233-27-2993;F;80;London
Sra. Lucas Olivares Riojas;76;5;014-84-7357;M;0;Bristol
Norma Sepúlveda Salinas;84;10;075-61-2686;F;50;Bristol
Sta. Barbara Preciado Menéndez;37;3;128-08-6248;F;100;Oxford
Sr. Cristina Saldaña Ferrer;22;2;513-92-8145;M;0;Liverpool
Agustín Zambrano Villagómez;54;3;540-16-1605;M;100;Glasgow
Manuel Castillo Quintero;17;10;282-22-9782;M;100;Glasgow
Guillermina Nieto Mireles;24;2;567-86-4060;M;50;Oxford
Antonia Colón Oquendo;17;8;820-64-4139;M;80;Glasgow
Luis Herrera Véliz;78;6;736-54-4515;F;50;London
Verónica Córdova Alcaraz;83;10;101-46-6316;M;0;London
Sancho Ramón de Anda;42;5;415-89-9059;F;80;Glasgow
Laura Olivárez Zamudio;12;2;169-08-1066;F;0;Glasgow
Susana de Jesús Campos;51;5;100-39-7813;M;50;Glasgow
Sta. Francisca Magaña Mateo;1;9;371-93-3952;F;100;London
Rafael Cortez Salazar;2;4;486-44-5266;M;50;Bristol
Sta. Bernardo Rosado Pineda;2;7;785-75-0288;M;50;Glasgow
Sra. Mercedes Padrón Espinosa;59;9;233-99-7143;M;100;Bristol
Claudia Meza Rodarte;83;2;822-18-2494;F;50;Glasgow
Lorenzo Toro Loya;28;7;706-19-1816;M;50;Oxford
Alejandro Villanueva Melgar;41;6;588-44-6803;F;100;Oxford
Arturo Apodaca Pichardo;2;1;898-57-1992;M;80;Oxford
Adela Cisneros Cornejo;27;4;885-63-5070;F;0;Bristol
Cristobal Yáñez Caballero;30;9;513-08-0376;M;50;London
Homero Pizarro Jasso;77;7;780-97-0332;F;80;Glasgow
Sr. Alicia Tovar Quiñones;73;2;229-32-3304;F;0;Glasgow
Adriana Olvera Serna;45;1;498-47-4005;M;0;Oxford
Anita Nieves Toledo;33;10;737-20-5367;F;80;London
Miguel Linares Mondragón;38;10;480-56-3518;F;80;Glasgow
Sara Rincón Prieto;57;10;501-83-4463;M;80;Liverpool
Mariana Valladares Arevalo;32;6;173-15-5240;F;0;London
Julio Barrios Regalado;18;4;691-35-3984;M;80;London
María Zamudio Gaytán;42;4;488-24-8490;M;50;London
Sr. Soledad Cisneros Rendón;85;2;637-51-6668;M;50;Oxford
David Lozano Ramos;1;9;428-62-9778;F;50;Liverpool
Sra. Tomás Barrios Agosto;32;8;450-37-6194;F;0;London
Teresa Zavala Matos;32;9;170-56-8371;F;100;Bristol
Manuela Escamilla Segovia;84;4;490-81-2652;M;0;Liverpool
Samuel Narváez Zapata;32;6;123-49-0660;F;100;Oxford
Patricia Saucedo Núñez;11;7;889-57-5395;M;80;Liverpool
Gabriel Muñiz Colunga;13;5;753-92-0668;M;100;London
María Eugenia Hernández Granados;11;5;733-03-4286;F;50;Bristol
Luis Moya Estévez;23;4;125-72-6622;M;80;Liverpool
Sta. Jacobo Ordóñez Alaniz;13;8;009-27-1570;F;0;Oxford
Raúl Candelaria Sarabia;80;4;543-07-4386;M;80;Liverpool
Reina Casares Paz;12;9;804-56-5502;M;80;Bristol
Octavio Montaño Perea;35;6;112-48-9909;F;50;Liverpool
Marisol Montes Montenegro;65;5;873-56-4478;F;50;London
Sra. Lola Garay Quezada;36;7;138-81-6419;F;80;London
Ricardo Treviño Mendoza;5;1;605-58-4796;M;0;Bristol
Alberto Bahena Esquibel;24;3;802-42-5102;F;80;Glasgow
Alfonso Frías Arteaga;73;8;045-59-3069;M;50;Glasgow
Amalia Casares Cabrera;89;4;458-72-2065;M;0;Bristol
Gabriel Ozuna Escobedo;4;6;079-05-0977;F;100;Liverpool
Juan Negrete Magaña;28;10;353-84-0416;M;50;Glasgow
Daniela Naranjo Collado;34;6;234-42-0553;M;80;Oxford
Sr. Lilia Bonilla Solís;90;2;040-47-1934;M;0;Bristol
Julia Ybarra Galván;18;1;048-78-0764;F;100;Liverpool
Catalina Pacheco Duran;14;8;057-03-4976;F;50;London
Eva Garica Naranjo;61;10;307-79-6483;M;100;Oxford
Dorotea Rendón Maestas;22;5;683-74-8126;F;100;Glasgow
Sta. Eduardo Villalobos Soria;28;8;603-21-2400;M;0;Liverpool
Micaela Roque Cardona;22;10;465-91-3547;M;100;Bristol
María Teresa Estrada Contreras;78;4;027-54-1153;F;100;Bristol
Sra. Francisca Guevara Galarza;42;2;265-25-3152;M;100;Liverpool
Marisol Zavala Valencia;70;4;254-79-7181;M;50;Oxford
María Hernádez Negrete;90;10;048-77-1548;F;0;London
Anita Gastélum Miranda;45;10;460-71-9472;M;0;London
Carlos Espinal Guerrero;5;9;593-11-7402;M;80;London
Rodrigo Llamas Soria;82;8;486-22-0250;M;0;London
Hernán Paredes Muro;30;1;533-86-2927;F;50;London
Salvador Lerma Samaniego;6;8;035-62-8323;F;50;Bristol
Juana Polanco Nieves;60;4;674-45-2529;M;100;London
Roberto López Ulloa;7;2;463-40-5149;M;100;London
Gilberto Moreno Mayorga;28;7;511-82-1997;M;100;Oxford
Federico Flores Soria;11;4;743-57-1035;M;80;Oxford
Amalia Correa Leal;27;8;385-81-6651;M;0;Glasgow
Joaquín Olivares Valdez;67;8;748-82-1048;F;100;Bristol
María Melgar Garica;15;1;069-90-4078;F;0;Bristol
Daniela Guajardo Solorio;44;10;597-66-2223;F;80;London
Elvira Farías Godínez;23;5;343-48-9209;F;80;Liverpool
Tomás Avilés Lira;5;7;011-33-1597;M;50;Glasgow
Francisco Rael Santacruz;11;3;296-84-4972;M;50;Liverpool
Sr. Pablo Alvarado Treviño;7;6;532-68-9448;F;0;Bristol
Rodrigo Adorno Rosario;58;10;226-12-2853;M;80;Oxford
Cristian Benavídez Trujillo;26;4;878-63-6461;F;80;London
Antonia Mejía Cerda;81;4;113-02-2627;M;0;Liverpool
María Eugenia Robledo Arroyo;20;2;795-50-4718;M;80;Oxford
Hugo Altamirano Chapa;18;1;648-39-8450;M;100;Glasgow
Juan Carlos Ontiveros Lozada;84;1;221-24-6553;M;0;Bristol
Teodoro Colunga Zamora;27;8;687-19-7312;M;100;Glasgow
Ricardo Ureña Meléndez;37;7;070-77-4440;F;100;Oxford
Lilia Cardona Castañeda;83;9;690-02-9215;F;0;London
Sr. Cristobal Santacruz Acevedo;82;3;143-15-4990;M;80;Glasgow
Amalia Zelaya Páez;71;4;383-11-5661;F;0;Liverpool
Adán Serrato Luevano;50;2;763-31-4683;M;80;Bristol
Eduardo Reyes Arroyo;44;8;400-43-4093;M;0;Bristol
Patricio Herrera Montero;88;8;741-32-4345;M;0;Glasgow
Adriana Barragán Delgado;68;4;317-19-5464;M;50;London
Lucia Maestas Saldivar;10;2;661-47-6214;F;100;Liverpool
Federico Girón Verdugo;34;5;315-04-4958;F;0;Oxford
Sta. Ricardo Villagómez Barajas;60;10;536-50-4672;M;80;Glasgow
Clemente Armendáriz Narváez;60;5;350-60-9486;M;100;Oxford
Gregorio Garza Bahena;15;4;572-98-5256;F;80;Oxford
Mercedes Perea Mascareñas;4;1;270-32-0132;M;50;Oxford
Sta. César Zepeda Vega;21;6;851-93-2130;M;80;Liverpool
Sra. Rocio Adorno Mares;15;10;402-50-7583;F;80;Bristol
Sra. Micaela Delvalle Granado;55;5;103-68-6951;F;100;London
Ignacio Camarillo Longoria;36;5;190-38-2871;F;80;Glasgow
Lourdes Juárez Cano;68;2;223-73-8228;M;0;London
Óscar Ferrer Vigil;35;1;456-56-5716;M;0;Glasgow
Alfredo Velázquez Ontiveros;34;9;617-99-7031;M;80;London
Eva Limón Navarrete;4;4;747-58-5341;F;50;London
Elena Laureano Verduzco;38;1;886-85-1730;F;80;Bristol
Sra. Pilar Jasso Arteaga;1;2;461-87-4742;M;0;Liverpool
Marilu Escobedo Rosario;32;5;213-74-3488;F;80;Liverpool
Cristobal Urrutia Urrutia;9;6;689-96-6559;M;50;Glasgow
Micaela Deleón Flores;16;10;313-97-2959;F;100;London
Teodoro Alcaraz Zarate;78;10;617-49-2635;F;50;Oxford
Susana Montaño Rodríguez;54;7;417-51-1922;M;0;Oxford
Lucas Candelaria Mesa;67;3;836-58-6344;F;100;Glasgow
Santiago Padrón Amaya;85;5;589-20-9806;M;0;London
Adán Carrero Valdez;32;8;075-48-3092;F;80;Bristol
Elsa Granado Quintana;2;6;043-40-7283;F;100;Oxford
Magdalena Núñez Garibay;72;10;488-47-7490;F;80;Bristol
Alejandro Nájera Maya;28;7;023-28-8164;F;50;Liverpool
Carolina Téllez Luevano;9;2;076-14-7896;F;0;Oxford
Gonzalo Candelaria Cadena;69;8;387-02-5445;F;0;Liverpool
Eduardo Terrazas Gálvez;2;9;022-55-0504;F;80;Bristol
Sr. Samuel Quiñónez Treviño;71;8;599-91-6259;F;0;Oxford
Lourdes López Rascón;56;3;143-41-4794;M;100;Glasgow
Sta. Victoria Sosa Laboy;75;7;006-87-0162;F;50;London
Emilio Pacheco Almaraz;12;1;169-66-6089;M;0;London
Andrea Ávila Muñiz;30;3;292-66-8859;M;0;Bristol
Miguel Montes Cotto;26;6;006-48-3713;F;100;Oxford
Ignacio Cruz Carrero;38;1;790-50-9823;M;100;Liverpool
María José Acevedo Prado;20;7;399-22-8398;F;0;Glasgow
Armando Magaña Ocasio;69;1;362-40-1399;F;0;Liverpool
Jesús Santana Galindo;47;7;467-81-2001;F;80;London
Timoteo Ávila Canales;87;6;866-30-7751;F;0;Bristol
Sr. Catalina Mejía Ortega;19;6;265-18-8001;M;80;Liverpool
Rocio Irizarry Medina;69;4;748-59-8861;M;80;Oxford
Lola Méndez Laboy;16;6;019-36-1870;M;100;Oxford
Vicente Armendáriz Arteaga;76;9;876-48-2933;M;50;Glasgow
Micaela Carreón Lerma;18;7;081-99-8754;M;0;London
Guillermina Aragón Jiménez;41;8;508-16-8982;M;80;Glasgow
Barbara Arroyo Zavala;15;3;321-74-0186;F;0;London
Sara Rodrígez Arredondo;19;2;496-09-4502;F;50;Oxford
Francisco Águilar Chavarría;9;8;091-51-6734;F;0;Oxford
María Cristina Marrero Venegas;28;9;267-03-8312;F;100;London
Sr. Diana Peña Padrón;85;8;289-88-1380;M;100;Oxford
Sra. Gilberto Gutiérrez Maestas;28;8;439-81-6480;M;100;London
Amalia Villareal Dávila;81;10;842-71-1201;M;0;Glasgow
Laura Alcala Villegas;36;4;050-09-3485;F;0;Oxford
Maricarmen Molina Armijo;32;9;326-86-8599;M;80;Oxford
Sra. Armando Valentín Mascareñas;16;8;663-44-7380;F;50;Glasgow
Rosalia Feliciano Vigil;85;5;264-31-3213;F;0;Oxford
Mónica Arguello Godoy;87;7;363-64-2237;M;0;London
Sonia Lebrón Urías;1;4;841-37-6703;F;80;Oxford
Sta. Blanca Griego Cabrera;30;1;045-01-5754;M;0;Liverpool
Josefina Santacruz Villaseñor;15;1;726-31-1150;F;0;Bristol
María del Carmen Bravo Garica;82;10;433-66-9566;M;0;Liverpool
Eloisa Feliciano Acuña;30;10;451-63-5301;M;80;London
María José Espino Amador;35;10;316-53-1887;M;80;Liverpool
Sta. Javier Salazar Tapia;62;9;741-18-5635;M;80;London
Sergio Barragán Correa;49;9;213-02-5492;F;100;Oxford
Sr. Agustín Soliz Olivárez;27;8;765-67-9764;M;100;Oxford
Rafael Caballero Medrano;22;3;509-60-7344;M;80;Glasgow
Bernardo Escobedo Cotto;9;10;303-81-7144;F;80;London
Adriana Chapa Zambrano;16;6;259-28-4940;F;0;Oxford
Gustavo Alcaraz Beltrán;28;8;002-13-8356;F;50;Liverpool
Marcela Jimínez Heredia;2;1;454-43-3739;F;0;Bristol
Carlos Fuentes Regalado;55;10;762-84-6103;F;50;Oxford
Sra. Jesús Carbajal Ortega;19;4;193-19-4176;F;50;Liverpool
Sta. Claudio Briseño Villa;30;2;668-05-3851;F;50;Bristol
Sr. Elena Saldaña Díaz;25;10;333-15-6981;F;50;Liverpool
Dolores Gallegos Apodaca;8;8;401-29-2467;F;80;Oxford
Mariano Oquendo Padilla;25;6;061-55-5651;M;80;Liverpool
Lilia Rodarte Munguía;11;10;859-50-9503;F;80;Liverpool
Sr. Salvador Rivero Montes;80;10;040-93-9633;M;50;Oxford
Natalia Delacrúz Quiñones;12;10;092-09-7162;F;100;Glasgow
Nicolás Medrano Preciado;9;3;287-15-4998;M;50;Liverpool
Sra. Julio Rodarte Valdez;38;2;189-34-1600;F;100;Liverpool
Sta. Jorge Luis Covarrubias Perea;17;9;560-61-0162;F;50;London
Elsa Montemayor Armas;55;5;797-29-5689;M;50;Liverpool
Sra. Miguel Ángel Carmona Linares;5;10;772-31-0904;F;50;London
Rafael Luevano Tejada;74;2;054-89-4836;F;80;Glasgow
Tomás Montenegro Quintana;33;8;824-56-7634;M;100;London
Susana Enríquez Badillo;81;2;081-65-1867;F;100;Oxford
Patricio Delapaz Segovia;38;6;506-68-1902;M;80;Liverpool
Jacobo Burgos Nazario;46;6;322-10-3746;M;80;London
Esteban Valadez Tello;46;4;622-97-2971;F;100;Oxford
Fernando Araña Ferrer;24;5;856-44-6367;F;100;Oxford
Natalia Alvarez Torres;32;1;621-98-5053;M;50;Oxford
Adán Sauceda Reyna;56;6;771-87-1190;M;50;London
Ricardo Aguilera Arias;14;1;851-19-3981;F;100;Glasgow
Catalina Cortez Valverde;14;1;823-42-9553;F;80;London
Sta. Bernardo Grijalva Vargas;37;8;403-58-7095;F;80;Oxford
Sr. Yolanda Melgar Cintrón;55;7;414-28-4110;M;0;Oxford
Gabriela Mateo Padilla;39;3;190-92-4727;M;100;Oxford
Jesús Urbina Linares;83;7;112-13-2351;F;0;Liverpool
María Mondragón Valdez;89;6;215-59-5046;M;0;Liverpool
José Emilio Espinal Almanza;77;9;753-02-1385;F;50;Glasgow
Sra. Gregorio Lebrón Polanco;6;5;005-70-1494;F;80;London
Sra. Lucia Galindo Mota;17;5;541-01-2546;M;100;Bristol
Samuel Pagan Valles;48;9;167-91-9296;M;50;Oxford
Sta. Gonzalo Aguilera Quintanilla;55;6;635-74-5395;M;0;Glasgow
Lorenzo Enríquez Palomino;75;8;240-85-1139;M;0;Glasgow
Elena Ceja Reyes;45;5;471-09-2761;M;80;Oxford
Antonia Salgado Alonzo;15;1;352-61-1843;F;0;London
Gabriela Piña Correa;84;5;691-46-6715;M;0;Liverpool
Juan Carlos Delarosa Collazo;6;8;504-43-9303;M;0;Liverpool
María Soledad Prieto Dávila;13;8;730-28-9191;F;100;Glasgow
Marco Antonio Mercado Escobedo;54;3;677-19-0439;M;50;Glasgow
Claudio Chávez Fierro;75;7;457-69-0999;M;0;London
Lourdes Montoya Deleón;3;7;397-41-4913;F;50;London
Irene Casas Agosto;9;10;395-23-5997;M;0;Bristol
María Elena Robledo Prieto;25;3;025-49-2402;F;0;London
Adriana Grijalva Concepción;9;1;342-06-5203;F;50;London
Sta. Julio Vergara Morales;66;7;723-77-4281;F;50;Glasgow
Berta Razo Linares;15;5;419-07-9627;M;0;Liverpool
Sta. Roberto Terrazas Sepúlveda;74;5;778-80-4207;M;80;Glasgow
Ramiro Hernandes Concepción;11;1;660-13-5486;M;0;London
Alfonso Salinas Rivera;53;1;575-45-4597;M;100;Oxford
Ramona Valle Orozco;33;1;288-27-4960;F;50;Oxford
Eloisa Meza Moreno;87;2;558-83-9465;F;100;Glasgow
Samuel Gollum Santana;60;7;081-41-2143;M;0;Liverpool
Jorge Riojas Lozada;59;5;514-81-4264;M;100;Bristol
Débora Estrada Zayas;80;2;616-61-0460;F;50;Glasgow
Adriana Barraza Bermúdez;28;10;509-37-9538;M;100;Bristol
Alfredo Aponte de Anda;11;2;095-55-9844;M;50;London
Soledad Carrasco Montero;58;1;083-88-1120;M;50;London
Marcela Tafoya Rincón;20;4;851-65-9407;M;0;London
Sr. Jacobo Acosta Rivero;51;1;212-98-3083;M;80;London
Ana Fernández Rojo;23;5;859-65-9921;F;100;Oxford
Sra. Luisa Olivares Guardado;10;10;394-55-4022;M;100;Oxford
Claudia Olvera Calvillo;10;1;470-63-7288;F;100;Glasgow
Sonia Salcido Roque;12;1;598-74-3421;M;100;Glasgow
Gonzalo Menéndez Cervantes;53;3;095-87-0108;M;100;Glasgow
María José Montemayor Castañeda;13;5;229-28-4555;M;50;Glasgow
Sta. Leticia Valadez Trejo;86;7;268-82-7143;M;0;London
Lourdes Noriega Vigil;48;3;066-78-7952;M;100;Liverpool
Sta. Olivia Peres Cazares;8;6;223-44-4185;M;80;Oxford
Ricardo Cortés Aranda;35;7;573-40-8201;F;100;London
Jaime Salas Delatorre;52;8;105-15-1810;F;80;Glasgow
Miguel Ángel Ferrer Bermúdez;35;1;705-75-5099;M;50;Glasgow
Carmen Toro Solano;7;1;327-85-1867;F;50;Glasgow
Elena Sevilla Cintrón;4;4;601-56-6445;M;50;Liverpool
Norma Arroyo Abeyta;34;6;316-10-6789;F;80;Liverpool
Nicolás Aguirre Beltrán;55;9;899-60-0018;F;100;London
Rosa Madera Carrero;10;4;670-42-4629;M;100;Bristol
Sra. Sofia Cruz Guajardo;89;7;784-24-5493;M;50;Glasgow
María Eugenia Rael Gutiérrez;87;3;608-11-5726;F;0;Glasgow
Ramón Caballero Colón;26;3;022-21-8677;M;50;London
Teodoro Armas Carvajal;41;9;659-48-0434;F;100;Oxford
Sta. Mateo Sáenz Delapaz;35;9;523-69-9070;F;50;Oxford
Sancho Luna Castro;27;1;377-95-8558;F;0;London
Clemente Maldonado Abeyta;16;8;296-15-1229;M;0;Glasgow
Sra. Emilia Márquez Vela;85;4;640-16-6887;F;0;London
Natalia Mota Angulo;56;9;205-01-6571;F;80;London
María Elena Acuña Villegas;18;6;753-79-8850;F;80;London
Esteban Molina Narváez;83;1;469-09-5286;F;80;London
Beatriz Armas Mata;65;5;644-03-4056;M;50;Oxford
Hernán Godoy Ceballos;29;10;635-17-8209;M;100;Bristol
José Zamudio Matías;64;3;793-78-3467;F;0;London
Sr. Barbara Ureña Atencio;25;6;843-57-5280;M;50;London
Marco Antonio Coronado Nevárez;50;5;180-30-3942;F;100;Liverpool
Agustín Carreón Sanches;50;7;734-21-7322;F;50;Oxford
Ana Luisa Olivares Correa;82;2;368-27-8553;F;80;Oxford
Sr. Raúl Haro Aguirre;6;8;073-26-5870;M;80;Liverpool
Armando Chapa Espino;28;3;772-76-9024;F;50;Oxford
Mateo Cedillo Aranda;44;8;547-40-4754;F;50;London
María Cristina Meza Rodríquez;84;7;721-46-4499;F;50;Glasgow
Emilio Quintana Jasso;27;3;340-89-7894;M;100;Glasgow
Luz Fierro Guillen;27;9;582-29-8971;F;0;London
Anita Montero Raya;84;2;042-52-9619;M;100;Glasgow
Catalina Mota Montenegro;29;1;851-99-1526;M;0;London
Pablo Meléndez Quesada;8;1;715-44-3664;F;80;Bristol
Sr. Clemente Archuleta Chavarría;5;7;188-31-7630;M;0;Liverpool
Luis Miguel Galindo Carvajal;28;3;822-20-8548;F;50;Oxford
Olivia Maldonado Alemán;37;8;885-11-6050;M;100;London
Horacio Aragón Crespo;14;5;771-16-5865;M;50;Bristol
Susana Crespo Aguilera;29;8;538-15-4100;M;80;Liverpool
Manuela Tejeda Saucedo;67;10;598-49-2405;F;80;Glasgow
Blanca Batista Villanueva;77;9;015-75-9039;F;0;Bristol
Sta. Germán Vallejo Mena;1;6;724-55-5194;F;50;Glasgow
Arturo Jaime Nieves;32;1;409-74-6489;M;50;Glasgow
Sra. Mariana Partida Quesada;21;2;285-48-6496;M;100;Glasgow
Sr. Jorge Villegas Nieto;53;1;159-99-9899;F;0;London
Lucas Vigil Escobedo;65;1;173-15-7397;F;0;Bristol
Sr. José Emilio Villagómez Olivares;32;2;616-28-2466;M;100;Oxford
Beatriz Valdivia Villanueva;12;10;513-93-7065;M;100;Oxford
Gloria Ramos Covarrubias;10;1;600-54-0783;F;50;Bristol
Cristobal Viera Maya;85;9;620-46-8549;M;0;Liverpool
Caridad Vergara Marroquín;24;1;129-37-2998;F;0;Bristol
Ariadna Casares Jaime;5;6;573-57-7706;F;80;Bristol
Adela Chapa Rangel;9;6;766-77-6650;M;50;Glasgow
Blanca Alcaraz Castro;83;7;319-34-8305;M;0;Bristol
Sra. Mario Baca Carranza;82;4;421-86-1871;F;0;London
Marcela Rodarte Camacho;9;1;359-52-5037;M;0;Oxford
Horacio Bustos García;5;1;887-55-9451;M;0;Glasgow
Sra. María Soledad Acosta Esparza;1;8;659-65-1074;F;0;Bristol
Miguel Ángel Vázquez Polanco;6;8;472-96-4631;F;80;Bristol
Sta. Sergio Robledo Miramontes;69;3;892-63-7664;M;100;Glasgow
Isabel Serrato Colunga;19;6;531-39-8277;M;100;London
Claudio Hernádez Canales;29;1;575-65-7168;F;0;London
Carolina Valencia Portillo;84;10;114-68-8041;F;80;Oxford
Luz Jaimes Vélez;87;8;095-46-6867;M;0;London
José Emilio Mena Rosario;35;3;728-45-3780;M;100;Oxford
Sta. Magdalena Gastélum Raya;74;9;857-70-9165;F;80;Oxford
Ana María Serrano Bustos;90;5;230-17-7715;M;0;Bristol
Sr. Manuel Armijo Campos;34;1;887-70-6161;F;100;Glasgow
Sr. Isabel Bustamante Maldonado;2;10;699-40-0551;M;0;Glasgow
Jorge Caraballo Valverde;37;10;116-47-5522;F;50;Oxford
Patricia Valles Brito;11;5;706-98-1749;F;80;Bristol
Luis Miguel Girón Guajardo;12;10;334-83-6332;F;0;Bristol
Gabriela Pacheco Hurtado;55;9;012-21-9740;M;50;Liverpool
Sta. Concepción Matías Zavala;85;10;086-53-5730;F;0;London
Catalina Juárez Armendáriz;51;3;143-13-0852;M;0;Oxford
Juan Maldonado Prado;40;7;225-23-0094;F;100;London
Patricio Villarreal Camacho;63;5;251-44-6788;M;100;Bristol
María José Portillo Flórez;83;2;846-55-5717;M;0;Liverpool
Miguel Rascón Sepúlveda;25;8;750-57-1405;F;0;Liverpool
Rodrigo Ávila Alarcón;89;5;649-67-6276;F;0;London
Sta. Gloria Vásquez Aparicio;22;7;679-62-6099;F;50;Liverpool
María Teresa Espinoza Rendón;85;7;239-39-9032;M;0;Bristol
Vicente Quintero Longoria;90;9;495-99-6574;F;80;Oxford
Nicolás Quiroz Collado;13;10;363-74-6283;M;0;Oxford
Sancho Miranda Cortez;82;6;853-07-0054;F;0;Liverpool
Lorenzo Terán Santiago;82;4;668-25-0089;M;0;Bristol
Andrea Marroquín Ruiz;4;2;403-49-8009;F;0;Oxford
Armando Apodaca Samaniego;12;3;213-13-2074;M;50;Liverpool
Germán Cotto Sánchez;25;1;358-51-5346;F;50;Liverpool
Sta. Isabel Santillán Robledo;86;9;737-68-3005;M;50;Glasgow
